,State,City,Pop,PCI,Hp total,price,rating,review,Total,Hp perc
558,oh,huron,6893,"36,022",1,3.0,4.0,9.0,10.0,0.1
559,oh,sandusky,24714,"36,561",1,3.0,4.0,9.0,14.0,0.07142857142857142
560,oh,noble,1704,"24,020",3,3.0,4.333333333333333,7.666666666666667,67.0,0.04477611940298507
561,oh,montgomery,10805,"41,017",7,3.0,4.214285714285714,34.0,159.0,0.0440251572327044
562,oh,morgan,2097,"29,734",3,3.0,4.166666666666667,2.0,84.0,0.03571428571428571
563,oh,lake,725,"44,891",18,3.111111111111111,3.9444444444444446,12.61111111111111,743.0,0.024226110363391656
564,oh,richland,6123,"35,138",16,3.1875,3.65625,23.25,326.0,0.049079754601226995
565,oh,perry,3407,"32,356",1,3.0,4.5,3.0,41.0,0.024390243902439025
566,oh,auglaize,2657,"42,446",3,3.3333333333333335,4.333333333333333,3.3333333333333335,107.0,0.028037383177570093
567,oh,trumbull,1353,"35,997",15,3.2666666666666666,3.7333333333333334,10.333333333333334,709.0,0.021156558533145273
568,oh,meigs,3780,"30,516",2,3.0,4.75,1.5,49.0,0.04081632653061224
569,oh,ashland,20423,"34,388",3,3.0,4.166666666666667,11.333333333333334,30.0,0.1
570,oh,jefferson,1011,"34,487",15,3.1333333333333333,3.7666666666666666,9.0,554.0,0.02707581227436823
571,oh,warren,38382,"50,919",2,3.0,3.5,14.0,28.0,0.07142857142857142
572,oh,van wert,10680,"37,490",5,3.4,4.0,14.2,141.0,0.03546099290780142
573,oh,shelby,9030,"40,925",2,3.0,4.5,6.0,16.0,0.125
574,ok,muskogee,37402,"33,556",2,3.5,1.5,1.5,12.0,0.16666666666666666
575,ok,noble,6874,"42,917",1,3.0,5.0,1.0,94.0,0.010638297872340425
576,ok,okmulgee,11795,"31,883",14,3.0714285714285716,3.607142857142857,12.142857142857142,289.0,0.04844290657439446
577,ok,osage,155,"34,574",11,3.0,3.8181818181818183,11.272727272727273,330.0,0.03333333333333333
578,ok,tulsa,400669,"71,431",9,3.111111111111111,3.7222222222222223,12.777777777777779,287.0,0.0313588850174216
579,ok,seminole,7172,"34,254",1,3.0,4.0,4.0,198.0,0.005050505050505051
580,ok,wagoner,9061,"36,245",7,3.0,4.214285714285714,7.142857142857143,315.0,0.022222222222222223
581,ok,pawnee,2117,"34,000",3,3.0,3.8333333333333335,5.0,64.0,0.046875
582,ok,mccurtain,504,"30,316",1,3.0,5.0,7.0,65.0,0.015384615384615385
583,ok,marshall,299,"31,123",3,3.3333333333333335,3.6666666666666665,6.666666666666667,22.0,0.13636363636363635
584,ok,beaver,1404,"54,140",1,3.0,5.0,2.0,5.0,0.2
585,ok,atoka,3131,"29,639",1,3.0,4.5,6.0,21.0,0.047619047619047616
586,ok,le flore,176,"31,273",1,3.0,5.0,7.0,52.0,0.019230769230769232
587,ok,canadian,205,"43,656",2,3.5,1.5,1.5,16.0,0.125
588,ok,carter,239,"42,438",1,4.0,1.5,2.0,14.0,0.07142857142857142
589,ok,cherokee,1507,"29,129",4,3.25,3.125,5.75,14.0,0.2857142857142857
590,ok,choctaw,12624,"30,261",1,3.0,4.0,4.0,26.0,0.038461538461538464
591,ok,comanche,1567,"37,682",4,3.0,4.0,10.0,92.0,0.043478260869565216
592,ok,garvin,254,"38,125",1,4.0,4.0,8.0,17.0,0.058823529411764705
593,ok,haskell,1923,"34,161",5,3.0,3.2,7.4,258.0,0.01937984496124031
594,ok,jefferson,8,"35,341",2,3.5,3.75,7.0,44.0,0.045454545454545456
595,ok,kingfisher,4924,"46,789",12,3.0,4.083333333333333,15.083333333333334,215.0,0.05581395348837209
596,or,yamhill,1172,"37,891",4,3.0,3.375,34.0,514.0,0.007782101167315175
597,or,tillamook,5311,"37,857",1,3.0,2.5,3.0,6.0,0.16666666666666666
598,or,hood river,7806,"44,061",3,3.0,4.166666666666667,11.666666666666666,33.0,0.09090909090909091
599,or,wasco,393,"38,229",2,3.0,4.5,3.5,26.0,0.07692307692307693
600,pa,lawrence,7561,"38,684",3,3.0,4.166666666666667,10.0,29.0,0.10344827586206896
601,pa,clarion,3909,"37,115",10,3.0,3.4,8.9,186.0,0.053763440860215055
602,pa,schuylkill,8641,"36,707",18,3.0555555555555554,4.027777777777778,15.277777777777779,852.0,0.02112676056338028
603,pa,venango,831,"37,164",1,3.0,3.5,2.0,22.0,0.045454545454545456
604,pa,susquehanna,1859,"38,806",4,3.0,3.375,26.5,157.0,0.025477707006369428
605,pa,cambria,5738,"37,901",1,3.0,5.0,5.0,98.0,0.01020408163265306
606,pa,clinton,2795,"35,673",2,3.0,4.0,10.0,21.0,0.09523809523809523
607,pa,lehigh,486,"46,517",23,3.0869565217391304,3.891304347826087,18.434782608695652,2700.0,0.008518518518518519
608,pa,montour,1295,"49,530",2,3.0,4.0,6.5,51.0,0.0392156862745098
609,pa,tioga,954,"36,578",3,3.0,3.6666666666666665,29.0,106.0,0.02830188679245283
610,pa,luzerne,5903,"39,311",1,3.0,3.5,13.0,28.0,0.03571428571428571
611,pa,montgomery,6222,"69,983",2,3.5,3.5,5.5,19.0,0.10526315789473684
612,pa,carbon,370,"42,613",20,3.2,3.6,15.25,775.0,0.025806451612903226
613,pa,armstrong,2854,"40,751",19,3.1052631578947367,3.789473684210526,13.789473684210526,933.0,0.020364415862808145
614,pa,delaware,1552,"55,959",15,3.1333333333333333,4.033333333333333,74.2,2800.0,0.005357142857142857
615,pa,fayette,3587,"37,370",21,3.142857142857143,3.761904761904762,15.80952380952381,833.0,0.025210084033613446
616,pa,clearfield,2561,"38,657",2,3.0,4.5,18.0,103.0,0.019417475728155338
617,pa,fulton,3181,"37,895",12,3.0,3.5833333333333335,16.0,302.0,0.039735099337748346
618,pa,lycoming,1462,"39,745",2,3.0,4.0,6.5,83.0,0.024096385542168676
619,pa,somerset,12184,"36,771",1,3.0,2.5,3.0,30.0,0.03333333333333333
620,pa,sullivan,1455,"41,880",4,3.0,3.625,7.75,129.0,0.031007751937984496
621,pa,northampton,39231,"46,336",1,3.0,5.0,23.0,47.0,0.02127659574468085
622,pa,blair,4502,"39,921",3,3.0,4.5,16.666666666666668,132.0,0.022727272727272728
623,pa,bradford,8280,"37,530",1,3.0,3.5,3.0,9.0,0.1111111111111111
624,pa,columbia,1164,"36,304",8,3.0,3.4375,9.5,177.0,0.04519774011299435
625,pa,beaver,970,"41,977",2,3.5,1.5,7.5,16.0,0.125
626,pa,adams,1847,"43,154",14,3.0714285714285716,3.642857142857143,17.928571428571427,889.0,0.015748031496062992
627,pa,butler,12993,"50,199",1,3.0,4.0,17.0,39.0,0.02564102564102564
628,pa,chester,33909,"72,118",4,3.0,4.25,52.5,164.0,0.024390243902439025
629,pa,erie,96471,"39,260",1,3.0,3.5,2.0,55.0,0.01818181818181818
630,pa,lancaster,59420,"44,259",3,3.3333333333333335,4.666666666666667,3.0,119.0,0.025210084033613446
631,pa,philadelphia,1584138,"49,341",19,3.210526315789474,3.9473684210526314,49.8421052631579,3000.0,0.006333333333333333
632,pa,snyder,320,"37,269",7,3.0,3.0,25.857142857142858,395.0,0.017721518987341773
633,pa,union,9835,"35,578",3,3.3333333333333335,3.6666666666666665,6.333333333333333,122.0,0.02459016393442623
634,pa,washington,13508,"50,489",1,3.0,3.0,10.0,22.0,0.045454545454545456
635,pa,cumberland,6256,"48,865",12,3.0833333333333335,3.6666666666666665,20.75,523.0,0.022944550669216062
636,pa,allegheny,6536,"52,606",24,3.0833333333333335,3.7083333333333335,18.458333333333332,1000.0,0.024
637,pa,pike,1758,"39,512",14,3.0714285714285716,3.7142857142857144,35.785714285714285,1300.0,0.010769230769230769
638,pa,york,44118,"42,911",7,3.142857142857143,3.5,9.714285714285714,81.0,0.08641975308641975
639,pa,centre,4255,"41,373",3,3.0,4.333333333333333,13.666666666666666,113.0,0.02654867256637168
640,pa,monroe,1308,"36,665",20,3.1,3.925,28.55,1100.0,0.01818181818181818
641,pa,juniata,941,"36,266",4,3.25,3.125,7.75,90.0,0.044444444444444446
642,pa,jefferson,2050,"38,678",15,3.2666666666666666,3.9,18.733333333333334,822.0,0.01824817518248175
643,pa,potter,568,"35,073",1,3.0,3.5,3.0,29.0,0.034482758620689655
644,pa,greene,2369,"41,836",16,3.125,3.84375,17.125,757.0,0.021136063408190225
645,pa,wayne,1123,"36,740",20,3.1,4.15,18.5,332.0,0.060240963855421686
646,pa,perry,331,"38,499",20,3.1,3.2,15.25,479.0,0.04175365344467641
647,pa,bedford,5172,"36,009",1,3.0,5.0,5.0,6.0,0.16666666666666666
648,pa,indiana,7168,"35,033",1,3.0,2.5,8.0,14.0,0.07142857142857142
649,ri,newport,24590,"58,825",1,3.0,4.0,23.0,55.0,0.01818181818181818
650,ri,providence,179335,"42,740",11,3.1818181818181817,3.727272727272727,21.818181818181817,341.0,0.03225806451612903
651,ri,bristol,22131,"66,397",2,3.0,4.0,10.0,62.0,0.03225806451612903
652,sc,lancaster,9175,"37,351",5,3.0,3.5,25.4,252.0,0.01984126984126984
653,sc,laurens,8846,"30,681",16,3.0625,3.625,10.8125,460.0,0.034782608695652174
654,sc,lexington,21737,"40,433",4,3.25,4.0,9.75,159.0,0.025157232704402517
655,sc,mccormick,2346,"30,467",1,3.0,3.5,14.0,13.0,0.07692307692307693
656,sc,marion,6427,"27,284",2,3.0,3.0,8.5,13.0,0.15384615384615385
657,sc,newberry,10337,"33,748",12,3.1666666666666665,3.3333333333333335,10.0,623.0,0.019261637239165328
658,sc,saluda,3632,"30,675",11,3.1818181818181817,3.6818181818181817,8.181818181818182,413.0,0.026634382566585957
659,sc,spartanburg,37644,"38,173",1,3.0,5.0,2.0,52.0,0.019230769230769232
660,sc,union,7764,"29,080",1,3.0,5.0,2.0,48.0,0.020833333333333332
661,sc,york,8235,"39,488",19,3.1578947368421053,4.105263157894737,18.68421052631579,624.0,0.030448717948717948
662,sc,orangeburg,12903,"29,671",11,3.0,3.590909090909091,14.181818181818182,396.0,0.027777777777777776
663,sc,kershaw,2249,"35,877",12,3.0,3.8333333333333335,26.416666666666668,1100.0,0.01090909090909091
664,sc,pickens,3164,"33,246",6,3.1666666666666665,3.75,16.833333333333332,222.0,0.02702702702702703
665,sc,allendale,2979,"26,617",2,3.0,4.0,8.0,186.0,0.010752688172043012
666,sc,hampton,2531,"27,252",8,3.0,3.75,5.75,167.0,0.04790419161676647
667,sc,aiken,30778,"36,900",1,3.0,4.0,6.0,32.0,0.03125
668,sc,anderson,27380,"34,814",2,3.0,4.0,7.0,34.0,0.058823529411764705
669,sc,bamberg,3237,"30,041",2,3.0,4.25,17.0,111.0,0.018018018018018018
670,sc,barnwell,4367,"29,978",1,3.0,4.0,6.0,29.0,0.034482758620689655
671,sc,beaufort,13357,"48,552",2,3.0,4.0,7.0,56.0,0.03571428571428571
672,sc,charleston,136208,"50,970",14,3.2142857142857144,4.178571428571429,26.0,386.0,0.03626943005181347
673,sc,chesterfield,1420,"26,476",15,3.0,3.7666666666666666,23.266666666666666,980.0,0.015306122448979591
674,sc,darlington,5928,"32,571",2,3.0,4.25,7.5,20.0,0.1
675,sc,dillon,6367,"24,259",3,3.0,3.1666666666666665,7.666666666666667,14.0,0.21428571428571427
676,sc,edgefield,4769,"30,301",6,3.1666666666666665,3.5,9.0,174.0,0.034482758620689655
677,sc,florence,37625,"36,050",2,3.0,4.25,7.5,18.0,0.1111111111111111
678,sc,george,8779,"39,576",15,3.2,4.1,23.8,499.0,0.03006012024048096
679,sc,greenville,68563,"42,283",13,3.0,3.6153846153846154,14.538461538461538,289.0,0.04498269896193772
680,sc,chester,5393,"29,578",12,3.0,3.5,32.083333333333336,1300.0,0.009230769230769232
681,sd,hamlin,247,"37,292",2,3.0,3.0,6.5,9.0,0.2222222222222222
682,sd,turner,182,"56,665",1,4.0,4.0,16.0,61.0,0.01639344262295082
683,sd,miner,33,"39,964",1,3.0,1.0,1.0,16.0,0.0625
684,sd,spink,252,"54,583",3,3.0,4.166666666666667,5.666666666666667,26.0,0.11538461538461539
685,sd,day,92,"43,932",1,3.0,2.5,3.0,5.0,0.2
686,sd,lake,50,"52,731",2,3.5,3.75,13.0,64.0,0.03125
687,sd,union,55,"85,959",13,3.1538461538461537,4.5,54.30769230769231,1100.0,0.011818181818181818
688,sd,aurora,789,"46,881",1,3.0,3.5,10.0,4.0,0.25
689,sd,brookings,24509,"42,256",1,3.0,3.5,10.0,4.0,0.25
690,sd,clark,1065,"51,723",1,3.0,2.5,3.0,9.0,0.1111111111111111
691,sd,custer,1935,"42,449",3,3.0,3.6666666666666665,13.333333333333334,40.0,0.075
692,sd,jackson,160,"25,520",14,3.0714285714285716,4.142857142857143,14.642857142857142,905.0,0.015469613259668509
693,sd,yankton,14700,"43,366",1,3.0,4.5,44.0,10.0,0.1
694,sd,grant,125,"56,042",1,3.0,2.5,3.0,6.0,0.16666666666666666
695,sd,lincoln,1331,"59,375",1,4.0,4.0,16.0,61.0,0.01639344262295082
696,tn,unicoi,3577,"33,592",1,3.0,4.0,6.0,41.0,0.024390243902439025
697,tn,loudon,5809,"41,723",1,3.0,1.0,6.0,18.0,0.05555555555555555
698,tn,franklin,80914,"34,251",13,3.076923076923077,3.576923076923077,31.53846153846154,313.0,0.04153354632587859
699,tn,dickson,15583,"34,521",2,4.0,3.0,8.5,13.0,0.15384615384615385
700,tx,parker,4802,"48,793",7,3.0,3.9285714285714284,23.857142857142858,320.0,0.021875
701,tx,newton,2359,"28,988",3,3.0,3.5,13.333333333333334,78.0,0.038461538461538464
702,tx,menard,1398,"34,927",1,3.0,4.0,29.0,42.0,0.023809523809523808
703,tx,midland,142344,"119,448",4,3.0,3.375,16.25,81.0,0.04938271604938271
704,tx,presidio,3991,"37,989",2,3.5,3.5,31.5,3.0,0.6666666666666666
705,tx,lubbock,255885,"38,807",7,3.0,3.857142857142857,13.571428571428571,136.0,0.051470588235294115
706,tx,llano,3537,"43,872",2,3.5,2.5,5.5,26.0,0.07692307692307693
707,tx,liberty,9349,"34,237",2,3.5,3.75,8.5,82.0,0.024390243902439025
708,tx,montgomery,1034,"64,325",6,3.0,3.75,10.333333333333334,170.0,0.03529411764705882
709,tx,refugio,2771,"45,700",11,3.3636363636363638,3.590909090909091,19.727272727272727,180.0,0.06111111111111111
710,tx,san patricio,382,"42,008",6,3.1666666666666665,3.8333333333333335,15.666666666666666,150.0,0.04
711,tx,lampasas,7909,"46,015",1,3.0,5.0,7.0,47.0,0.02127659574468085
712,tx,yoakum,5944,"45,913",5,3.6,3.2,9.6,126.0,0.03968253968253968
713,tx,wilson,484,"41,750",5,3.0,4.1,16.0,136.0,0.03676470588235294
714,tx,wharton,8654,"40,827",17,3.1176470588235294,4.147058823529412,36.35294117647059,2900.0,0.0058620689655172415
715,tx,victoria,67015,"45,847",1,4.0,3.5,7.0,34.0,0.029411764705882353
716,tx,rockwall,45112,"52,337",3,3.0,4.0,25.0,115.0,0.02608695652173913
717,tx,terrell,18126,"48,732",9,3.0,3.8333333333333335,13.666666666666666,435.0,0.020689655172413793
718,tx,sherman,42462,"62,704",2,3.0,4.25,3.5,29.0,0.06896551724137931
719,tx,scurry,761,"49,252",21,3.0476190476190474,4.214285714285714,34.0,3900.0,0.005384615384615384
720,tx,san saba,3158,"30,997",1,3.0,3.5,8.0,71.0,0.014084507042253521
721,tx,san augustine,1877,"33,653",2,3.0,3.5,4.5,27.0,0.07407407407407407
722,tx,trinity,2771,"32,491",1,4.0,4.0,6.0,14.0,0.07142857142857142
723,tx,kenedy,3448,"55,325",15,3.0,3.1666666666666665,18.8,512.0,0.029296875
724,tx,tyler,105729,"29,980",4,3.0,3.125,9.75,88.0,0.045454545454545456
725,tx,jones,2083,"29,005",1,3.0,4.0,4.0,53.0,0.018867924528301886
726,tx,crane,3680,"48,502",4,3.0,3.25,10.25,111.0,0.036036036036036036
727,tx,comanche,4170,"38,180",2,3.0,2.5,5.0,22.0,0.09090909090909091
728,tx,coleman,4379,"39,495",1,3.0,4.0,4.0,60.0,0.016666666666666666
729,tx,caldwell,4397,"30,028",4,3.5,3.125,11.25,232.0,0.017241379310344827
730,tx,burleson,47282,"40,362",1,4.0,4.0,4.0,70.0,0.014285714285714285
731,tx,crockett,6532,"38,419",1,3.0,3.5,3.0,48.0,0.020833333333333332
732,tx,bastrop,9420,"31,882",1,3.0,3.0,17.0,26.0,0.038461538461538464
733,tx,austin,964254,"49,031",15,3.1333333333333333,4.3,113.46666666666667,2100.0,0.007142857142857143
734,tx,kaufman,7467,"37,453",6,3.0,4.0,16.166666666666668,316.0,0.0189873417721519
735,tx,andrews,13762,"53,851",3,3.0,3.1666666666666665,14.0,120.0,0.025
736,tx,anderson,234,"30,978",6,3.1666666666666665,3.5,9.0,160.0,0.0375
737,tx,dallas,1345047,"51,830",30,3.066666666666667,4.183333333333334,44.0,3700.0,0.008108108108108109
738,tx,mason,2264,"43,435",1,3.0,4.0,1.0,53.0,0.018867924528301886
739,tx,denton,138541,"48,827",2,3.0,4.75,6.5,99.0,0.020202020202020204
740,tx,jasper,7644,"36,848",1,3.0,3.5,3.0,52.0,0.019230769230769232
741,tx,dawson,797,"31,777",4,3.0,3.125,20.0,308.0,0.012987012987012988
742,tx,houston,2325502,"33,759",26,3.076923076923077,4.153846153846154,58.96153846153846,3700.0,0.007027027027027027
743,tx,henderson,13280,"36,123",3,3.3333333333333335,2.5,11.666666666666666,149.0,0.020134228187919462
744,tx,hemphill,1239,"95,018",1,3.0,5.0,3.0,35.0,0.02857142857142857
745,tx,haskell,3242,"34,551",1,3.0,4.0,4.0,6.0,0.16666666666666666
746,tx,jefferson,1961,"40,555",4,3.5,3.5,9.0,140.0,0.02857142857142857
747,tx,hardin,913,"41,209",1,3.0,5.0,3.0,32.0,0.03125
748,tx,gonzales,7606,"42,371",1,3.0,3.5,3.0,7.0,0.14285714285714285
749,tx,goliad,1976,"44,484",1,4.0,3.5,7.0,67.0,0.014925373134328358
750,tx,galveston,50457,"48,054",4,3.0,4.0,18.5,60.0,0.06666666666666667
751,tx,franklin,1623,"34,871",3,3.3333333333333335,2.5,13.666666666666666,202.0,0.01485148514851485
752,tx,el paso,682669,"31,731",7,3.142857142857143,3.7857142857142856,16.857142857142858,245.0,0.02857142857142857
753,tx,ector,726,"47,802",2,3.0,4.25,3.5,50.0,0.04
754,tx,eastland,3919,"49,212",1,3.0,3.0,9.0,17.0,0.058823529411764705
755,tx,hamilton,3016,"52,377",6,3.0,4.166666666666667,8.833333333333334,206.0,0.02912621359223301
756,ut,washington,27686,"31,163",1,3.0,4.0,5.0,83.0,0.012048192771084338
757,ut,tooele,35251,"31,564",1,3.0,2.5,5.0,14.0,0.07142857142857142
758,ut,uintah,1342,"34,107",1,3.0,4.5,15.0,81.0,0.012345679012345678
759,va,hampton,134313,"39,178",5,3.0,4.2,16.4,220.0,0.022727272727272728
760,va,newport news,178626,"39,042",22,3.1363636363636362,3.772727272727273,17.772727272727273,649.0,0.03389830508474576
761,va,norfolk,244076,"37,569",17,3.1176470588235294,3.6176470588235294,12.823529411764707,530.0,0.03207547169811321
762,va,portsmouth,94632,"37,238",10,3.0,3.95,13.1,337.0,0.02967359050445104
763,va,roanoke,99920,"39,649",2,3.0,3.0,9.0,95.0,0.021052631578947368
764,va,richmond,228783,"32,032",13,3.0,3.8461538461538463,19.46153846153846,608.0,0.02138157894736842
765,va,shenandoah,2339,"39,354",1,3.0,4.5,15.0,6.0,0.16666666666666666
766,va,suffolk,91185,"46,071",14,3.142857142857143,4.25,10.071428571428571,547.0,0.025594149908592323
767,va,virginia beach,450189,"50,719",17,3.0588235294117645,3.9411764705882355,18.647058823529413,773.0,0.02199223803363519
768,va,pulaski,8726,"35,624",1,3.0,3.0,9.0,40.0,0.025
769,va,surry,220,"37,898",8,3.25,3.5,16.125,235.0,0.03404255319148936
770,va,floyd,439,"33,906",2,3.0,3.25,12.0,60.0,0.03333333333333333
771,va,chesapeake,242634,"45,248",20,3.1,3.9,18.55,769.0,0.02600780234070221
772,va,buchanan,1171,"32,044",3,3.3333333333333335,3.5,12.666666666666666,226.0,0.01327433628318584
773,va,appomattox,1792,"33,792",1,3.0,3.5,4.0,90.0,0.011111111111111112
774,va,alexandria,160530,"81,336",21,3.0952380952380953,4.261904761904762,78.80952380952381,2100.0,0.01
775,va,franklin,8013,"35,700",14,3.142857142857143,3.7857142857142856,12.785714285714286,734.0,0.01907356948228883
776,vt,essex,21911,"32,250",8,3.125,3.625,26.25,129.0,0.06201550387596899
777,vt,franklin,1434,"41,083",33,3.212121212121212,3.696969696969697,17.424242424242426,507.0,0.0650887573964497
778,vt,washington,1016,"51,829",16,3.1875,4.03125,25.625,262.0,0.061068702290076333
779,vt,bennington,15002,"47,187",3,3.0,3.5,8.0,11.0,0.2727272727272727
780,vt,chittenden,1190,"54,081",4,3.0,4.375,41.0,30.0,0.13333333333333333
781,vt,windham,401,"45,232",12,3.0,3.6666666666666665,23.416666666666668,194.0,0.061855670103092786
782,vt,windsor,3348,"51,248",4,3.0,3.625,38.25,9.0,0.4444444444444444
783,vt,grand isle,2092,"52,279",2,3.5,2.25,8.0,13.0,0.15384615384615385
784,wa,spokane,219190,"40,028",8,3.0,4.375,18.875,274.0,0.029197080291970802
785,wa,walla walla,32986,"39,426",1,3.0,2.0,18.0,34.0,0.029411764705882353
786,wa,pacific,7219,"37,554",1,3.0,5.0,6.0,50.0,0.02
787,wa,garfield,618,"40,606",1,3.0,2.5,28.0,24.0,0.041666666666666664
788,wa,snohomish,10185,"46,896",13,3.076923076923077,4.269230769230769,104.23076923076923,2000.0,0.0065
789,wa,kittitas,1493,"37,142",1,3.0,2.0,40.0,23.0,0.043478260869565216
790,wa,okanogan,2591,"36,553",2,3.0,3.5,8.5,13.0,0.15384615384615385
791,wa,asotin,1294,"40,377",2,3.0,4.0,6.5,23.0,0.08695652173913043
792,wi,rusk,411,"38,750",1,3.0,2.0,3.0,17.0,0.058823529411764705
793,wi,lafayette,5979,"41,854",1,3.0,4.5,6.0,31.0,0.03225806451612903
794,wi,grant,930,"38,957",1,3.0,4.0,18.0,39.0,0.02564102564102564
795,wi,dunn,5250,"36,749",10,3.0,3.9,20.8,232.0,0.04310344827586207
796,wi,washington,716,"49,977",3,3.0,4.666666666666667,11.333333333333334,26.0,0.11538461538461539
797,wi,calumet,1483,"44,584",10,3.0,3.7,14.3,250.0,0.04
798,wi,forest,1082,"35,826",1,3.0,2.5,3.0,13.0,0.07692307692307693
799,wi,pierce,818,"41,714",16,3.0625,4.03125,27.8125,930.0,0.017204301075268817
800,wi,langlade,449,"38,889",3,3.0,3.3333333333333335,8.0,31.0,0.0967741935483871
801,wi,marathon,1105,"43,801",3,3.0,3.3333333333333335,8.0,24.0,0.125
802,wi,douglas,728,"37,422",2,3.0,4.75,6.5,45.0,0.044444444444444446
803,wi,oneida,4746,"44,723",7,3.142857142857143,3.2857142857142856,5.714285714285714,146.0,0.04794520547945205
804,wi,pepin,717,"43,359",8,3.25,3.0625,13.125,241.0,0.03319502074688797
805,wi,richland,1259,"38,365",5,3.0,3.3,34.6,38.0,0.13157894736842105
806,wi,rock,3211,"38,799",14,3.142857142857143,3.9285714285714284,17.0,776.0,0.01804123711340206
807,wi,trempealeau,1880,"40,883",2,3.0,2.5,3.0,10.0,0.2
808,wi,walworth,1713,"41,674",1,3.0,3.0,66.0,7.0,0.14285714285714285
809,wi,polk,4006,"40,951",3,3.0,3.6666666666666665,12.666666666666666,48.0,0.0625
810,wi,vernon,7678,"36,839",1,3.0,3.5,18.0,35.0,0.02857142857142857
811,wi,wood,759,"41,025",2,3.0,3.25,4.5,56.0,0.03571428571428571
812,wi,vilas,229,"45,830",1,3.0,3.5,16.0,29.0,0.034482758620689655
813,wi,jackson,986,"40,515",2,3.0,4.0,15.0,66.0,0.030303030303030304
814,wi,adams,1895,"34,448",5,3.0,3.3,34.6,60.0,0.08333333333333333
815,wi,barron,3321,"42,944",1,3.0,2.0,3.0,5.0,0.2
816,wi,brown,274,"46,364",11,3.090909090909091,3.590909090909091,6.7272727272727275,215.0,0.05116279069767442
817,wi,eau claire,68866,"42,914",1,3.0,4.5,6.0,41.0,0.024390243902439025
818,wi,lincoln,298,"39,220",6,3.0,4.083333333333333,10.333333333333334,164.0,0.036585365853658534
819,wi,jefferson,8034,"39,794",1,3.0,5.0,7.0,56.0,0.017857142857142856
820,wi,green lake,958,"43,012",9,3.111111111111111,3.4444444444444446,17.444444444444443,204.0,0.04411764705882353
821,wi,la crosse,51567,"43,802",3,3.0,3.3333333333333335,8.333333333333334,28.0,0.10714285714285714
822,wi,waupaca,5896,"41,358",6,3.0,3.6666666666666665,3.8333333333333335,171.0,0.03508771929824561
823,wi,sheboygan,48180,"45,449",1,3.0,4.5,83.0,19.0,0.05263157894736842
824,wi,waukesha,72549,"62,113",8,3.25,3.3125,14.625,256.0,0.03125
825,wi,oconto,4517,"40,612",2,3.0,3.25,6.0,8.0,0.25
826,wi,marinette,10608,"39,004",2,3.0,3.25,16.5,15.0,0.13333333333333333
827,wi,manitowoc,32627,"43,040",2,3.0,4.5,5.5,12.0,0.16666666666666666
828,wi,milwaukee,592025,"42,118",21,3.0952380952380953,3.857142857142857,20.714285714285715,614.0,0.03420195439739414
829,wv,wayne,1392,"29,049",1,3.0,3.0,4.0,33.0,0.030303030303030304
830,wv,morgan,30955,"30,670",2,3.0,4.75,1.5,72.0,0.027777777777777776
831,wv,clay,448,"28,882",2,3.0,5.0,5.5,53.0,0.03773584905660377
832,wy,laramie,32473,"49,426",1,3.0,3.5,9.0,21.0,0.047619047619047616
