,State,City,POPESTIMATE2018,DataValue
1746,OH,Fairfield,42613,"40,094"
1747,OH,Fairfield,42613,"40,094"
1748,OH,Fairfield,22799,"40,094"
1749,OH,Fairfield,9571,"40,094"
1750,OH,Fairfield,0,"40,094"
1751,OH,Fairfield,0,"40,094"
1752,OH,Fairfield,3707,"40,094"
1753,OH,Fairfield,1187,"40,094"
1754,OH,Fairfield,1475,"40,094"
1755,OH,Fairfield,641,"40,094"
1756,OH,Fairfield,1488,"40,094"
1757,OH,Fairfield,1074,"40,094"
1758,OH,Franklin,11686,"45,894"
1759,OH,Franklin,1091,"45,894"
1760,OH,Franklin,1619,"45,894"
1761,OH,Franklin,4374,"45,894"
1762,OH,Franklin,790,"45,894"
1763,OH,Franklin,1213,"45,894"
1764,OH,Franklin,1187,"45,894"
1765,OH,Franklin,10395,"45,894"
1766,OH,Franklin,727,"45,894"
1767,OH,Franklin,578,"45,894"
1768,OH,Franklin,2083,"45,894"
1769,OH,Franklin,2238,"45,894"
1770,OH,Franklin,2269,"45,894"
1771,OH,Franklin,402,"45,894"
1772,OH,Franklin,1623,"45,894"
1773,OH,Franklin,5514,"45,894"
1774,OH,Franklin,1665,"45,894"
1775,OH,Franklin,1690,"45,894"
1776,OH,Franklin,3348,"45,894"
1777,OH,Franklin,4745,"45,894"
1778,OH,Franklin,32061,"45,894"
1779,OH,Franklin,3926,"45,894"
1780,OH,Hamilton,62174,"51,996"
1781,OH,Hamilton,8924,"51,996"
1782,OH,Hamilton,598,"51,996"
1783,OH,Hamilton,1700,"51,996"
1784,OH,Hamilton,26493,"51,996"
1785,OH,Harrison,11608,"34,136"
1786,OH,Harrison,2326,"34,136"
1787,OH,Harrison,904,"34,136"
1788,OH,Harrison,2448,"34,136"
1789,OH,Harrison,1031,"34,136"
1790,OH,Harrison,33,"34,136"
1791,OH,Harrison,15863,"34,136"
1792,OH,Harrison,11575,"34,136"
1793,OH,Harrison,1289,"34,136"
1794,OH,Harrison,830,"34,136"
1795,OH,Harrison,8028,"34,136"
1796,OH,Harrison,2075,"34,136"
1797,OH,Harrison,22390,"34,136"
1798,OH,Harrison,1623,"34,136"
1799,OH,Harrison,1391,"34,136"
1800,OH,Harrison,5141,"34,136"
1801,OH,Harrison,8127,"34,136"
1802,OH,Harrison,4437,"34,136"
1803,OH,Harrison,1305,"34,136"
1804,OH,Harrison,4264,"34,136"
1805,OH,Harrison,1043,"34,136"
1806,OH,Harrison,1046,"34,136"
1807,OH,Huron,6893,"36,022"
1808,OH,Huron,10498,"36,022"
1809,OH,Jackson,6242,"32,512"
1810,OH,Jackson,2928,"32,512"
1811,OH,Jackson,3982,"32,512"
1812,OH,Jackson,3677,"32,512"
1813,OH,Jackson,1546,"32,512"
1814,OH,Jackson,2535,"32,512"
1815,OH,Jackson,3097,"32,512"
1816,OH,Jackson,1974,"32,512"
1817,OH,Jackson,335,"32,512"
1818,OH,Jackson,2762,"32,512"
1819,OH,Jackson,47270,"32,512"
1820,OH,Jackson,5062,"32,512"
1821,OH,Jackson,1080,"32,512"
1822,OH,Jackson,2082,"32,512"
1823,OH,Jackson,1112,"32,512"
1824,OH,Jackson,1286,"32,512"
1825,OH,Jackson,974,"32,512"
1826,OH,Jackson,2029,"32,512"
1827,OH,Jackson,452,"32,512"
1828,OH,Jackson,6322,"32,512"
1829,OH,Jackson,2397,"32,512"
1830,OH,Jackson,515,"32,512"
1831,OH,Jackson,1707,"32,512"
1832,OH,Jackson,2816,"32,512"
1833,OH,Jackson,1171,"32,512"
1834,OH,Jackson,1180,"32,512"
1835,OH,Jackson,1152,"32,512"
1836,OH,Jackson,911,"32,512"
1837,OH,Jackson,3446,"32,512"
1838,OH,Jackson,1552,"32,512"
1839,OH,Jackson,1472,"32,512"
1840,OH,Jackson,2444,"32,512"
1841,OH,Jackson,40349,"32,512"
1842,OH,Jackson,1081,"32,512"
1843,OH,Jackson,455,"32,512"
1844,OH,Jackson,723,"32,512"
1845,OH,Jackson,821,"32,512"
1846,OH,Jackson,536,"32,512"
1847,OH,Logan,7050,"37,574"
1848,OH,Logan,1105,"37,574"
1849,OH,Logan,6431,"37,574"
1850,OH,Logan,619,"37,574"
1851,OH,Lorain,64028,"40,458"
1852,OH,Marion,36087,"32,292"
1853,OH,Marion,6809,"32,292"
1854,OH,Marion,5402,"32,292"
1855,OH,Marion,751,"32,292"
1856,OH,Marion,3003,"32,292"
1857,OH,Marion,2374,"32,292"
1858,OH,Marion,1264,"32,292"
1859,OH,Marion,2402,"32,292"
1860,OH,Marion,43718,"32,292"
1861,OH,Marion,3039,"32,292"
1862,OH,Marion,1270,"32,292"
1863,OH,Marion,655,"32,292"
1864,OH,Marion,1427,"32,292"
1865,OH,Medina,26072,"47,712"
1866,OH,Medina,8,"47,712"
1867,OH,Medina,9002,"47,712"
1868,OH,Medina,25999,"47,712"
1869,OH,Medina,65,"47,712"
1870,OH,Monroe,13887,"29,895"
1871,OH,Monroe,666,"29,895"
1872,OH,Monroe,2128,"29,895"
1873,OH,Monroe,2302,"29,895"
1874,OH,Monroe,13744,"29,895"
1875,OH,Monroe,12892,"29,895"
1876,OH,Monroe,852,"29,895"
1877,OH,Monroe,1936,"29,895"
1878,OH,Monroe,8204,"29,895"
1879,OH,Monroe,525,"29,895"
1880,OH,Monroe,1654,"29,895"
1881,OH,Monroe,731,"29,895"
1882,OH,Monroe,1146,"29,895"
1883,OH,Monroe,1106,"29,895"
1884,OH,Monroe,1633,"29,895"
1885,OH,Monroe,2169,"29,895"
1886,OH,Monroe,7499,"29,895"
1887,OH,Monroe,1716,"29,895"
1888,OH,Monroe,1791,"29,895"
1889,OH,Monroe,16151,"29,895"
1890,OH,Monroe,550,"29,895"
1891,OH,Monroe,1478,"29,895"
1892,OH,Monroe,1293,"29,895"
1893,OH,Monroe,2166,"29,895"
1894,OH,Monroe,2061,"29,895"
1895,OH,Monroe,2642,"29,895"
1896,OH,Monroe,143,"29,895"
1897,OH,Montgomery,10805,"41,017"
1898,OH,Montgomery,2694,"41,017"
1899,OH,Montgomery,2256,"41,017"
1900,OH,Montgomery,4383,"41,017"
1901,OH,Sandusky,24714,"36,561"
1902,OH,Sandusky,436,"36,561"
1903,OH,Sandusky,964,"36,561"
1904,OH,Sandusky,3535,"36,561"
1905,OH,Shelby,9030,"40,925"
1906,OH,Shelby,6,"40,925"
1907,OH,Shelby,1052,"40,925"
1908,OH,Shelby,9,"40,925"
1909,OH,Shelby,7963,"40,925"
1910,OH,Union,6783,"44,855"
1911,OH,Union,1904,"44,855"
1912,OH,Union,2197,"44,855"
1913,OH,Union,2989,"44,855"
1914,OH,Union,915,"44,855"
1915,OH,Union,2152,"44,855"
1916,OH,Union,48258,"44,855"
1917,OH,Union,3113,"44,855"
1918,OH,Union,3616,"44,855"
1919,OH,Union,1762,"44,855"
1920,OH,Union,2048,"44,855"
1921,OH,Union,2577,"44,855"
1922,OH,Union,8688,"44,855"
1923,OH,Union,9240,"44,855"
1924,OH,Union,805,"44,855"
1925,OH,Union,5875,"44,855"
1926,OH,Union,1399,"44,855"
1927,OH,Union,26,"44,855"
1928,OH,Union,10220,"44,855"
1929,OH,Union,26,"44,855"
1930,OH,Union,6757,"44,855"
1931,OH,Union,44,"44,855"
1932,OH,Union,6713,"44,855"
1933,OH,Union,602,"44,855"
1934,OH,Union,4136,"44,855"
1935,OH,Union,1284,"44,855"
1936,OH,Union,3078,"44,855"
1937,OH,Union,12635,"44,855"
1938,OH,Union,2109,"44,855"
1939,OH,Union,1486,"44,855"
1940,OH,Union,1960,"44,855"
1941,OH,Union,919,"44,855"
1942,OH,Union,5276,"44,855"
1943,OH,Van Wert,10680,"37,490"
1944,OH,Van Wert,8802,"37,490"
1945,OH,Van Wert,1878,"37,490"
1946,OH,Warren,38382,"50,919"
1947,OH,Warren,5768,"50,919"
1948,OH,Warren,3966,"50,919"
1949,OH,Warren,5202,"50,919"
1950,OH,Warren,1162,"50,919"
1951,OH,Warren,3942,"50,919"
1952,OH,Jefferson,1011,"34,487"
1953,OH,Jefferson,5041,"34,487"
1954,OH,Jefferson,1381,"34,487"
1955,OH,Jefferson,1402,"34,487"
1956,OH,Jefferson,1487,"34,487"
1957,OH,Jefferson,1498,"34,487"
1958,OH,Jefferson,2580,"34,487"
1959,OH,Jefferson,11387,"34,487"
1960,OH,Jefferson,1295,"34,487"
1961,OH,Jefferson,76,"34,487"
1962,OH,Jefferson,3510,"34,487"
1963,OH,Jefferson,645,"34,487"
1964,OH,Jefferson,2885,"34,487"
1965,OH,Jefferson,7424,"34,487"
1966,OH,Jefferson,13008,"34,487"
1967,OH,Jefferson,6476,"34,487"
1968,OH,Jefferson,1974,"34,487"
1969,OH,Jefferson,271,"34,487"
1970,OH,Jefferson,3204,"34,487"
1971,OH,Jefferson,4761,"34,487"
1972,OH,Jefferson,985,"34,487"
1973,OH,Jefferson,2609,"34,487"
1974,OH,Jefferson,953,"34,487"
1975,OH,Jefferson,1871,"34,487"
1976,OH,Meigs,3780,"30,516"
1977,OH,Meigs,181,"30,516"
1978,OH,Wayne,1296,"38,859"
1979,OH,Wayne,608,"38,859"
1980,OH,Wayne,1650,"38,859"
1981,OH,Wayne,677,"38,859"
1982,OH,Wayne,4692,"38,859"
1983,OH,Wayne,1756,"38,859"
1984,OH,Wayne,5110,"38,859"
1985,OH,Wayne,721,"38,859"
1986,OH,Wayne,768,"38,859"
1987,OH,Wayne,4302,"38,859"
1988,OH,Wayne,1354,"38,859"
1989,OH,Wayne,2094,"38,859"
1990,OH,Wayne,924,"38,859"
1991,OH,Wayne,11,"38,859"
1992,OH,Wayne,342,"38,859"
1993,OH,Wayne,0,"38,859"
1994,OH,Wayne,4765,"38,859"
1995,OH,Wayne,476,"38,859"
1996,OH,Wayne,541,"38,859"
1997,OH,Wayne,2150,"38,859"
1998,OH,Wayne,9174,"38,859"
1999,OH,Wayne,4160,"38,859"
2000,OH,Auglaize,2657,"42,446"
2001,OH,Auglaize,1392,"42,446"
2002,OH,Perry,3407,"32,356"
2003,OH,Perry,1978,"32,356"
2004,OH,Perry,4624,"32,356"
2005,OH,Perry,930,"32,356"
2006,OH,Perry,16037,"32,356"
2007,OH,Perry,710,"32,356"
2008,OH,Perry,1029,"32,356"
2009,OH,Perry,3767,"32,356"
2010,OH,Perry,1541,"32,356"
2011,OH,Perry,2501,"32,356"
2012,OH,Perry,8970,"32,356"
2013,OH,Perry,6696,"32,356"
2014,OH,Perry,1694,"32,356"
2015,OH,Perry,976,"32,356"
2016,OH,Perry,4,"32,356"
2017,OH,Perry,425,"32,356"
2018,OH,Perry,5990,"32,356"
2019,OH,Perry,1944,"32,356"
2020,OH,Perry,2680,"32,356"
2021,OH,Perry,1393,"32,356"
2022,OH,Perry,1008,"32,356"
2023,OH,Perry,1129,"32,356"
2024,OH,Perry,1427,"32,356"
2025,OH,Perry,1077,"32,356"
2026,OH,Perry,28186,"32,356"
2027,OH,Perry,432,"32,356"
2028,OH,Perry,1660,"32,356"
2029,OH,Richland,6123,"35,138"
2030,OH,Richland,14502,"35,138"
2031,OH,Richland,3557,"35,138"
2032,OH,Richland,806,"35,138"
2033,OH,Richland,2743,"35,138"
2034,OH,Richland,2292,"35,138"
2035,OH,Richland,2026,"35,138"
2036,OH,Richland,1342,"35,138"
2037,OH,Richland,2466,"35,138"
2038,OH,Richland,1636,"35,138"
2039,OH,Richland,1713,"35,138"
2040,OH,Richland,833,"35,138"
2041,OH,Lake,725,"44,891"
2042,OH,Lake,12321,"44,891"
2043,OH,Lake,30016,"44,891"
2044,OH,Lake,11404,"44,891"
2045,OH,Morgan,2097,"29,734"
2046,OH,Morgan,5839,"29,734"
2047,OH,Morgan,1362,"29,734"
2048,OH,Morgan,1129,"29,734"
2049,OH,Morgan,2520,"29,734"
2050,OH,Morgan,2377,"29,734"
2051,OH,Trumbull,1353,"35,997"
2052,OH,Noble,1704,"24,020"
2053,OH,Noble,6221,"24,020"
2054,OH,Noble,2063,"24,020"
2055,OH,Washington,1858,"37,943"
2056,OH,Washington,495,"37,943"
2057,OH,Washington,2287,"37,943"
2058,OH,Washington,1167,"37,943"
2059,OH,Washington,2374,"37,943"
2060,OH,Washington,2156,"37,943"
2061,OH,Washington,2144,"37,943"
2062,OH,Washington,757,"37,943"
2063,OH,Washington,1273,"37,943"
2064,OH,Washington,1563,"37,943"
2065,OH,Washington,4682,"37,943"
2066,OH,Washington,42942,"37,943"
2067,OH,Washington,441,"37,943"
2068,OH,Washington,4420,"37,943"
2069,OH,Washington,711,"37,943"
2070,OH,Washington,613,"37,943"
2071,OH,Washington,1888,"37,943"
2072,OH,Washington,1106,"37,943"
2073,OH,Washington,1271,"37,943"
2074,OH,Washington,1690,"37,943"
2075,OH,Washington,228,"37,943"
2076,OH,Washington,3251,"37,943"
2077,OH,Washington,3576,"37,943"
2078,OH,Washington,3304,"37,943"
2079,OH,Washington,1221,"37,943"
2080,OH,Washington,1636,"37,943"
2081,OH,Washington,482,"37,943"
2082,OH,Washington,56516,"37,943"
2083,OH,Washington,1298,"37,943"
2084,OH,Washington,4297,"37,943"
2085,OH,Washington,698,"37,943"
2086,OH,Washington,3082,"37,943"
2087,OH,Washington,1767,"37,943"
2088,OH,Washington,6185,"37,943"
2089,OH,Washington,2221,"37,943"
2090,OH,Washington,5183,"37,943"
2091,OH,Washington,1997,"37,943"
2092,OH,Washington,4593,"37,943"
2093,OH,Washington,812,"37,943"
2094,OH,Washington,2620,"37,943"
2095,OH,Washington,921,"37,943"
2096,OH,Washington,5013,"37,943"
2097,OH,Washington,3042,"37,943"
2098,OH,Washington,1911,"37,943"
2099,OH,Clark,3030,"36,077"
2100,OH,Clark,2133,"36,077"
2101,OH,Clark,584,"36,077"
2102,OH,Clark,4199,"36,077"
2103,OH,Pike,4115,"32,934"
2104,OH,Pike,3636,"32,934"
2105,OH,Pike,637,"32,934"
2106,OH,Pike,1821,"32,934"
2107,OH,Pike,1561,"32,934"
2108,OH,Pike,584,"32,934"
2109,OH,Pike,6825,"32,934"
2110,OH,Pike,3943,"32,934"
2111,OH,Madison,8934,"36,398"
2112,OH,Madison,2448,"36,398"
2113,OH,Madison,3038,"36,398"
2114,OH,Madison,1698,"36,398"
2115,OH,Madison,1099,"36,398"
2116,OH,Madison,26165,"36,398"
2117,OH,Madison,893,"36,398"
2118,OH,Madison,835,"36,398"
2119,OH,Madison,6621,"36,398"
2120,OH,Madison,2127,"36,398"
2121,OH,Madison,18826,"36,398"
2122,OH,Madison,3392,"36,398"
2123,OH,Madison,428,"36,398"
2124,OH,Madison,1360,"36,398"
2125,OH,Madison,1424,"36,398"
2126,OH,Madison,10809,"36,398"
2127,OH,Madison,3723,"36,398"
2128,OH,Madison,3845,"36,398"
2129,OH,Madison,592,"36,398"
2130,OH,Madison,965,"36,398"
2131,OH,Ross,8885,"32,677"
2132,OH,Ross,784,"32,677"
2133,OH,Ross,684,"32,677"
2134,OH,Brown,7482,"31,949"
2135,OH,Brown,1988,"31,949"
2136,OH,Brown,1683,"31,949"
2137,OH,Brown,2375,"31,949"
2138,OH,Brown,2086,"31,949"
2139,OH,Brown,1649,"31,949"
2140,OH,Brown,2033,"31,949"
2141,OH,Brown,289,"31,949"
2142,OH,Adams,1073,"30,254"
2143,OH,Adams,2109,"30,254"
2144,OH,Adams,783,"30,254"
2145,OH,Adams,3498,"30,254"
2146,OH,Adams,922,"30,254"
2147,OH,Adams,2000,"30,254"
2148,OH,Adams,590,"30,254"
2149,OH,Adams,549,"30,254"
2150,OH,Adams,1290,"30,254"
2151,OH,Adams,1570,"30,254"
2152,OH,Miami,42554,"41,460"
2153,OH,Miami,5034,"41,460"
2154,OH,Miami,16079,"41,460"
2155,OH,Miami,2317,"41,460"
2156,OH,Miami,50672,"41,460"
2157,OH,Butler,3448,"40,702"
2158,OH,Butler,1477,"40,702"
2159,OH,Butler,1153,"40,702"
2160,OH,Butler,6509,"40,702"
2161,OH,Butler,7863,"40,702"
2162,OH,Butler,1184,"40,702"
2163,OH,Knox,4201,"38,388"
2164,OH,Knox,551,"38,388"
2165,OH,Knox,1161,"38,388"
2166,OH,Knox,4387,"38,388"
2167,OH,Knox,543,"38,388"
2168,OH,Crawford,1853,"34,696"
2169,OH,Crawford,4638,"34,696"
2170,OH,Tuscarawas,1849,"38,918"
2171,OH,Tuscarawas,5868,"38,918"
2172,OH,Holmes,1262,"36,069"
2173,OH,Allen,1085,"36,813"
2174,OH,Allen,2667,"36,813"
2175,OH,Allen,3746,"36,813"
2176,OH,Allen,2539,"36,813"
2177,OH,Highland,2286,"31,379"
2178,OH,Highland,832,"31,379"
2179,OH,Scioto,3543,"33,430"
2180,OH,Scioto,1879,"33,430"
2181,OH,Scioto,10385,"33,430"
2182,OH,Scioto,1251,"33,430"
2183,OH,Scioto,27472,"33,430"
2184,OH,Hocking,4833,"32,511"
2185,OH,Clinton,4102,"38,592"
2186,OH,Clinton,9567,"38,592"
2187,OH,Clinton,2767,"38,592"
2188,OH,Clinton,4042,"38,592"
2189,OH,Clinton,20523,"38,592"
2190,OH,Clinton,2009,"38,592"
2191,OH,Clinton,3104,"38,592"
2192,OH,Fulton,3210,"39,673"
2193,OH,Portage,710,"39,111"
2194,OH,Portage,1268,"39,111"
2195,OH,Portage,1686,"39,111"
2196,OH,Fayette,8859,"33,952"
2197,OH,Lawrence,2473,"33,507"
2198,OH,Lawrence,13708,"33,507"
2199,OH,Lawrence,5768,"33,507"
2200,OH,Lawrence,872,"33,507"
2201,OH,Licking,4899,"40,333"
2202,OH,Licking,2325,"40,333"
2203,OH,Seneca,447,"34,204"
2204,OH,Seneca,470,"34,204"
2205,OH,Seneca,1557,"34,204"
2206,OH,Summit,610,"45,112"
2207,OH,Muskingum,4538,"36,560"
2208,OH,Muskingum,4331,"36,560"
2209,OH,Carroll,2100,"35,185"
2210,OH,Erie,1202,"57,133"
2211,OH,Paulding,3839,"36,922"
2212,OH,Pickaway,2112,"36,123"
2213,OH,Ottawa,7764,"44,317"
2214,OH,Greene,965,"43,515"
2215,OH,Vinton,538,"29,491"
2216,OH,Henry,4321,"39,851"
2217,OK,Adair,818,"26,217"
2218,OK,Atoka,3131,"29,639"
2219,OK,Beaver,1404,"54,140"
2220,OK,Caddo,1082,"33,574"
2221,OK,Canadian,205,"43,656"
2222,OK,Carter,239,"42,438"
2223,OK,Cherokee,1507,"29,129"
2224,OK,Choctaw,12624,"30,261"
2225,OK,Cleveland,3148,"42,448"
2226,OK,Comanche,1567,"37,682"
2227,OK,Delaware,404,"29,398"
2228,OK,Dewey,3406,"44,761"
2229,OK,Garvin,254,"38,125"
2230,OK,Haskell,1923,"34,161"
2231,OK,Jefferson,8,"35,341"
2232,OK,Kingfisher,4924,"46,789"
2233,OK,Kiowa,675,"36,218"
2234,OK,Le Flore,176,"31,273"
2235,OK,McCurtain,504,"30,316"
2236,OK,Marshall,299,"31,123"
2237,OK,Muskogee,37402,"33,556"
2238,OK,Noble,6874,"42,917"
2239,OK,Nowata,3612,"34,347"
2240,OK,Okmulgee,11795,"31,883"
2241,OK,Okmulgee,4,"31,883"
2242,OK,Okmulgee,11791,"31,883"
2243,OK,Osage,155,"34,574"
2244,OK,Pawnee,2117,"34,000"
2245,OK,Pittsburg,196,"34,939"
2246,OK,Seminole,7172,"34,254"
2247,OK,Tulsa,400669,"71,431"
2248,OK,Tulsa,5933,"71,431"
2249,OK,Tulsa,17,"71,431"
2250,OK,Tulsa,394574,"71,431"
2251,OK,Tulsa,145,"71,431"
2252,OK,Wagoner,9061,"36,245"
2253,OK,Washington,659,"56,275"
2254,OK,Woodward,12162,"51,653"
2255,OR,Hood River,7806,"44,061"
2256,OR,Jefferson,3366,"29,736"
2257,OR,Tillamook,5311,"37,857"
2258,OR,Umatilla,7171,"33,773"
2259,OR,Union,2212,"35,343"
2260,OR,Wallowa,817,"40,506"
2261,OR,Wasco,393,"38,229"
2262,OR,Wheeler,437,"33,404"
2263,OR,Yamhill,1172,"37,891"
2264,PA,Adams,1847,"43,154"
2265,PA,Adams,17,"43,154"
2266,PA,Adams,17,"43,154"
2267,PA,Adams,14015,"43,154"
2268,PA,Adams,5579,"43,154"
2269,PA,Adams,1830,"43,154"
2270,PA,Adams,1830,"43,154"
2271,PA,Adams,915,"43,154"
2272,PA,Beaver,970,"41,977"
2273,PA,Beaver,1684,"41,977"
2274,PA,Beaver,910,"41,977"
2275,PA,Beaver,863,"41,977"
2276,PA,Beaver,480,"41,977"
2277,PA,Beaver,533,"41,977"
2278,PA,Bradford,8280,"37,530"
2279,PA,Bradford,2945,"37,530"
2280,PA,Bradford,4618,"37,530"
2281,PA,Butler,12993,"50,199"
2282,PA,Butler,2605,"50,199"
2283,PA,Butler,16535,"50,199"
2284,PA,Butler,9812,"50,199"
2285,PA,Butler,4944,"50,199"
2286,PA,Chester,33909,"72,118"
2287,PA,Chester,4075,"72,118"
2288,PA,Erie,96471,"39,260"
2289,PA,Franklin,6078,"40,966"
2290,PA,Franklin,464,"40,966"
2291,PA,Franklin,4940,"40,966"
2292,PA,Franklin,3879,"40,966"
2293,PA,Franklin,702,"40,966"
2294,PA,Franklin,2757,"40,966"
2295,PA,Franklin,4168,"40,966"
2296,PA,Franklin,4535,"40,966"
2297,PA,Franklin,584,"40,966"
2298,PA,Franklin,1622,"40,966"
2299,PA,Franklin,2403,"40,966"
2300,PA,Franklin,6819,"40,966"
2301,PA,Franklin,469,"40,966"
2302,PA,Franklin,1760,"40,966"
2303,PA,Franklin,928,"40,966"
2304,PA,Franklin,2243,"40,966"
2305,PA,Franklin,871,"40,966"
2306,PA,Franklin,4908,"40,966"
2307,PA,Lancaster,59420,"44,259"
2308,PA,Lancaster,2666,"44,259"
2309,PA,Lancaster,17062,"44,259"
2310,PA,Lebanon,25902,"41,174"
2311,PA,Lebanon,667,"41,174"
2312,PA,Mifflin,912,"34,289"
2313,PA,Mifflin,2292,"34,289"
2314,PA,Mifflin,822,"34,289"
2315,PA,Mifflin,1038,"34,289"
